Credential,Graduating Cohort,Field of Study (CIP code),Years After Graduation,Median Income, Cohort Size 
Overall (All Graduates),2006,45.02 Anthropology,5,"$58,500", 40 
Overall (All Graduates),2007,45.02 Anthropology,5,"$49,700", 50 
Overall (All Graduates),2008,45.02 Anthropology,5,"$39,400", 40 
Overall (All Graduates),2009,45.02 Anthropology,5,"$53,800", 40 
Overall (All Graduates),2010,45.02 Anthropology,5,"$53,300", 30 
Overall (All Graduates),2005,45.03 Archaeology,5,n/a, n/a 
Overall (All Graduates),2006,45.03 Archaeology,5,"$61,600", 20 
Overall (All Graduates),2007,45.03 Archaeology,5,n/a, n/a 
Overall (All Graduates),2008,45.03 Archaeology,5,n/a, n/a 
Overall (All Graduates),2009,45.03 Archaeology,5,n/a, n/a 
Overall (All Graduates),2010,45.03 Archaeology,5,n/a, n/a 
Overall (All Graduates),2005,45.04 Criminology,5,n/a, n/a 
Overall (All Graduates),2006,45.04 Criminology,5,n/a, n/a 
Overall (All Graduates),2007,45.04 Criminology,5,n/a, n/a 
Overall (All Graduates),2008,45.04 Criminology,5,n/a, n/a 
Overall (All Graduates),2009,45.04 Criminology,5,"$72,700", 20 
Overall (All Graduates),2010,45.04 Criminology,5,"$68,900", 30 
Overall (All Graduates),2005,45.06 Economics,5,"$65,400", 160 
Overall (All Graduates),2006,45.06 Economics,5,"$65,600", 160 
Overall (All Graduates),2007,45.06 Economics,5,"$70,500", 120 
Overall (All Graduates),2008,45.06 Economics,5,"$72,700", 140 
Overall (All Graduates),2009,45.06 Economics,5,"$64,600", 130 
Overall (All Graduates),2010,45.06 Economics,5,"$65,000", 130 
Overall (All Graduates),2005,45.07 Geography and cartography,5,"$67,600", 50 
Overall (All Graduates),2006,45.07 Geography and cartography,5,"$71,700", 60 
Overall (All Graduates),2007,45.07 Geography and cartography,5,"$77,700", 80 
Overall (All Graduates),2008,45.07 Geography and cartography,5,"$65,500", 80 
Overall (All Graduates),2009,45.07 Geography and cartography,5,"$68,100", 50 
Overall (All Graduates),2010,45.07 Geography and cartography,5,"$58,700", 50 
Overall (All Graduates),2005,45.09 International relations and national security studies,5,n/a, n/a 
Overall (All Graduates),2006,45.09 International relations and national security studies,5,"$57,800", 30 
Overall (All Graduates),2007,45.09 International relations and national security studies,5,"$54,200", 20 
Overall (All Graduates),2008,45.09 International relations and national security studies,5,"$62,000", 20 
Overall (All Graduates),2009,45.09 International relations and national security studies,5,"$57,000", 20 
Overall (All Graduates),2010,45.09 International relations and national security studies,5,n/a, n/a 
Overall (All Graduates),2005,45.10 Political science and government,5,"$59,600", 70 
Overall (All Graduates),2006,45.10 Political science and government,5,"$68,400", 100 
Overall (All Graduates),2007,45.10 Political science and government,5,"$67,700", 100 
Overall (All Graduates),2008,45.10 Political science and government,5,"$62,000", 80 
Overall (All Graduates),2009,45.10 Political science and government,5,"$66,300", 100 
Overall (All Graduates),2010,45.10 Political science and government,5,"$57,700", 90 
Overall (All Graduates),2005,45.11 Sociology,5,"$58,300", 110 
Overall (All Graduates),2006,45.11 Sociology,5,"$54,000", 130 
Overall (All Graduates),2007,45.11 Sociology,5,"$57,800", 150 
Overall (All Graduates),2008,45.11 Sociology,5,"$53,100", 130 
Overall (All Graduates),2009,45.11 Sociology,5,"$58,800", 130 
Overall (All Graduates),2010,45.11 Sociology,5,"$52,300", 120 
Overall (All Graduates),2005,46.03 Electrical and power transmission installers,5,n/a, n/a 
Overall (All Graduates),2006,46.03 Electrical and power transmission installers,5,n/a, n/a 
Overall (All Graduates),2007,46.03 Electrical and power transmission installers,5,n/a, n/a 
Overall (All Graduates),2008,46.03 Electrical and power transmission installers,5,"$36,900", 30 
Overall (All Graduates),2009,46.03 Electrical and power transmission installers,5,n/a, n/a 
Overall (All Graduates),2010,46.03 Electrical and power transmission installers,5,"$62,800", 50 
Overall (All Graduates),2005,"46.04 Building/construction finishing, management and inspection",5,n/a, n/a 
Overall (All Graduates),2006,"46.04 Building/construction finishing, management and inspection",5,"$31,900", 50 
Overall (All Graduates),2007,"46.04 Building/construction finishing, management and inspection",5,n/a, n/a 
Overall (All Graduates),2008,"46.04 Building/construction finishing, management and inspection",5,n/a, n/a 
Overall (All Graduates),2009,"46.04 Building/construction finishing, management and inspection",5,n/a, n/a 
Overall (All Graduates),2010,"46.04 Building/construction finishing, management and inspection",5,"$25,200", 20 
Overall (All Graduates),2005,47.01 Electrical/electronics maintenance and repair technology,5,"$49,600", 30 
Overall (All Graduates),2006,47.01 Electrical/electronics maintenance and repair technology,5,n/a, n/a 
Overall (All Graduates),2007,47.01 Electrical/electronics maintenance and repair technology,5,n/a, n/a 
Overall (All Graduates),2008,47.01 Electrical/electronics maintenance and repair technology,5,n/a, n/a 
Overall (All Graduates),2009,47.01 Electrical/electronics maintenance and repair technology,5,n/a, n/a 
Overall (All Graduates),2010,47.01 Electrical/electronics maintenance and repair technology,5,n/a, n/a 
Overall (All Graduates),2005,"47.02 Heating, air conditioning, ventilation and refrigeration maintenance technology/technician",5,n/a, n/a 
Overall (All Graduates),2006,"47.02 Heating, air conditioning, ventilation and refrigeration maintenance technology/technician",5,n/a, n/a 
Overall (All Graduates),2007,"47.02 Heating, air conditioning, ventilation and refrigeration maintenance technology/technician",5,n/a, n/a 
Overall (All Graduates),2008,"47.02 Heating, air conditioning, ventilation and refrigeration maintenance technology/technician",5,n/a, n/a 
Overall (All Graduates),2009,"47.02 Heating, air conditioning, ventilation and refrigeration maintenance technology/technician",5,"$68,100", 20 
Overall (All Graduates),2010,"47.02 Heating, air conditioning, ventilation and refrigeration maintenance technology/technician",5,"$65,300", 30 
Overall (All Graduates),2005,47.03 Heavy/industrial equipment maintenance technologies,5,n/a, n/a 
Overall (All Graduates),2006,47.03 Heavy/industrial equipment maintenance technologies,5,"$124,600", 30 
Overall (All Graduates),2007,47.03 Heavy/industrial equipment maintenance technologies,5,"$83,900", 40 
Overall (All Graduates),2008,47.03 Heavy/industrial equipment maintenance technologies,5,"$100,300", 40 
Overall (All Graduates),2009,47.03 Heavy/industrial equipment maintenance technologies,5,"$82,200", 30 
Overall (All Graduates),2010,47.03 Heavy/industrial equipment maintenance technologies,5,n/a, n/a 
Overall (All Graduates),2005,47.05 Stationary energy sources installer and operator,5,"$95,900", 20 
Overall (All Graduates),2006,47.05 Stationary energy sources installer and operator,5,"$140,300", 180 
Overall (All Graduates),2007,47.05 Stationary energy sources installer and operator,5,"$155,100", 180 
Overall (All Graduates),2008,47.05 Stationary energy sources installer and operator,5,"$171,500", 220 
Overall (All Graduates),2009,47.05 Stationary energy sources installer and operator,5,"$163,600", 210 
Overall (All Graduates),2010,47.05 Stationary energy sources installer and operator,5,"$161,100", 210 
Overall (All Graduates),2005,47.06 Vehicle maintenance and repair technologies,5,"$58,200", 80 
Overall (All Graduates),2006,47.06 Vehicle maintenance and repair technologies,5,"$56,400", 140 
Overall (All Graduates),2007,47.06 Vehicle maintenance and repair technologies,5,"$57,700", 130 
Overall (All Graduates),2008,47.06 Vehicle maintenance and repair technologies,5,"$52,500", 130 
Overall (All Graduates),2009,47.06 Vehicle maintenance and repair technologies,5,"$54,500", 140 
Overall (All Graduates),2010,47.06 Vehicle maintenance and repair technologies,5,"$54,200", 180 
Overall (All Graduates),2005,48.05 Precision metal working,5,"$34,900", 30 
Overall (All Graduates),2006,48.05 Precision metal working,5,"$48,400", 30 
Overall (All Graduates),2007,48.05 Precision metal working,5,"$61,400", 50 
Overall (All Graduates),2008,48.05 Precision metal working,5,"$59,100", 30 
Overall (All Graduates),2009,48.05 Precision metal working,5,"$62,000", 30 
Overall (All Graduates),2010,48.05 Precision metal working,5,"$53,500", 30 
Overall (All Graduates),2005,48.07 Woodworking,5,"$40,900", 20 
Overall (All Graduates),2006,48.07 Woodworking,5,n/a, n/a 
Overall (All Graduates),2007,48.07 Woodworking,5,n/a, n/a 
Overall (All Graduates),2008,48.07 Woodworking,5,n/a, n/a 
Overall (All Graduates),2009,48.07 Woodworking,5,"$42,400", 30 
Overall (All Graduates),2010,48.07 Woodworking,5,"$44,600", 30 
Overall (All Graduates),2005,48.08 Boilermaking/boilermaker,5,"$139,300", 170 
Overall (All Graduates),2006,48.08 Boilermaking/boilermaker,5,n/a, n/a 
Overall (All Graduates),2007,48.08 Boilermaking/boilermaker,5,n/a, n/a 
Overall (All Graduates),2008,48.08 Boilermaking/boilermaker,5,n/a, n/a 
Overall (All Graduates),2009,48.08 Boilermaking/boilermaker,5,"$186,700", 30 
Overall (All Graduates),2010,48.08 Boilermaking/boilermaker,5,"$156,600", 30 
Overall (All Graduates),2005,49.02 Ground transportation,5,"$61,800", 30 
Overall (All Graduates),2006,49.02 Ground transportation,5,"$74,600", 50 
Overall (All Graduates),2007,49.02 Ground transportation,5,"$84,300", 50 
Overall (All Graduates),2008,49.02 Ground transportation,5,"$28,300", 40 
Overall (All Graduates),2009,49.02 Ground transportation,5,"$42,300", 50 
Overall (All Graduates),2010,49.02 Ground transportation,5,n/a, n/a 
Overall (All Graduates),2005,50.04 Design and applied arts,5,"$41,100", 120 
Overall (All Graduates),2006,50.04 Design and applied arts,5,"$39,000", 180 
Overall (All Graduates),2007,50.04 Design and applied arts,5,"$43,400", 170 
Overall (All Graduates),2008,50.04 Design and applied arts,5,"$42,200", 190 
Overall (All Graduates),2009,50.04 Design and applied arts,5,"$44,300", 180 
Overall (All Graduates),2010,50.04 Design and applied arts,5,"$45,700", 190 
Overall (All Graduates),2005,50.05 Drama/theatre arts and stagecraft,5,"$41,000", 60 
Overall (All Graduates),2006,50.05 Drama/theatre arts and stagecraft,5,"$28,500", 50 
Overall (All Graduates),2007,50.05 Drama/theatre arts and stagecraft,5,"$36,000", 50 
Overall (All Graduates),2008,50.05 Drama/theatre arts and stagecraft,5,"$37,300", 50 
Overall (All Graduates),2009,50.05 Drama/theatre arts and stagecraft,5,"$38,200", 60 
Overall (All Graduates),2010,50.05 Drama/theatre arts and stagecraft,5,"$37,600", 50 
Overall (All Graduates),2005,50.06 Film/video and photographic arts,5,"$38,000", 30 
Overall (All Graduates),2006,50.06 Film/video and photographic arts,5,"$44,800", 20 
Overall (All Graduates),2007,50.06 Film/video and photographic arts,5,"$46,200", 30 
Overall (All Graduates),2008,50.06 Film/video and photographic arts,5,"$35,300", 20 
Overall (All Graduates),2009,50.06 Film/video and photographic arts,5,"$42,800", 20 
Overall (All Graduates),2010,50.06 Film/video and photographic arts,5,n/a, n/a 
Overall (All Graduates),2005,50.07 Fine arts and art studies,5,"$34,900", 90 
Overall (All Graduates),2006,50.07 Fine arts and art studies,5,"$33,300", 70 
Overall (All Graduates),2007,50.07 Fine arts and art studies,5,"$37,200", 80 
Overall (All Graduates),2008,50.07 Fine arts and art studies,5,"$34,600", 100 
Overall (All Graduates),2009,50.07 Fine arts and art studies,5,"$37,900", 70 
Overall (All Graduates),2010,50.07 Fine arts and art studies,5,"$33,300", 80 
Overall (All Graduates),2005,50.09 Music,5,"$33,700", 30 
Overall (All Graduates),2006,50.09 Music,5,"$39,900", 20 
Overall (All Graduates),2007,50.09 Music,5,"$40,000", 30 
Overall (All Graduates),2008,50.09 Music,5,"$31,000", 30 
Overall (All Graduates),2009,50.09 Music,5,"$35,900", 30 
Overall (All Graduates),2010,50.09 Music,5,"$40,800", 30 
Overall (All Graduates),2005,51.02 Communication disorders sciences and services,5,"$72,300", 40 
Overall (All Graduates),2006,51.02 Communication disorders sciences and services,5,"$65,500", 40 
Overall (All Graduates),2007,51.02 Communication disorders sciences and services,5,"$66,900", 50 
Overall (All Graduates),2008,51.02 Communication disorders sciences and services,5,"$57,500", 30 
Overall (All Graduates),2009,51.02 Communication disorders sciences and services,5,"$63,800", 50 
Overall (All Graduates),2010,51.02 Communication disorders sciences and services,5,"$56,500", 70 
Overall (All Graduates),2005,"51.04 Dentistry (DDS, DMD)",5,"$64,800", 20 
Overall (All Graduates),2006,"51.04 Dentistry (DDS, DMD)",5,n/a, n/a 
Overall (All Graduates),2007,"51.04 Dentistry (DDS, DMD)",5,n/a, n/a 
Overall (All Graduates),2008,"51.04 Dentistry (DDS, DMD)",5,n/a, n/a 
Overall (All Graduates),2009,"51.04 Dentistry (DDS, DMD)",5,n/a, n/a 
Overall (All Graduates),2010,"51.04 Dentistry (DDS, DMD)",5,"$117,200", 30 
Overall (All Graduates),2005,51.06 Dental support services and allied professions,5,"$44,100", 100 
Overall (All Graduates),2006,51.06 Dental support services and allied professions,5,"$48,000", 60 
Overall (All Graduates),2007,51.06 Dental support services and allied professions,5,"$49,000", 100 
Overall (All Graduates),2008,51.06 Dental support services and allied professions,5,"$47,200", 110 
Overall (All Graduates),2009,51.06 Dental support services and allied professions,5,"$51,900", 130 
Overall (All Graduates),2010,51.06 Dental support services and allied professions,5,"$50,900", 120 
Overall (All Graduates),2005,51.07 Health and medical administrative services,5,"$38,500", 250 
Overall (All Graduates),2006,51.07 Health and medical administrative services,5,"$42,600", 220 
Overall (All Graduates),2007,51.07 Health and medical administrative services,5,"$39,600", 210 
Overall (All Graduates),2008,51.07 Health and medical administrative services,5,"$42,900", 190 
Overall (All Graduates),2009,51.07 Health and medical administrative services,5,"$43,700", 230 
Overall (All Graduates),2010,51.07 Health and medical administrative services,5,"$44,200", 280 
Overall (All Graduates),2005,51.08 Allied health and medical assisting services,5,"$42,700", 370 
Overall (All Graduates),2006,51.08 Allied health and medical assisting services,5,"$42,300", 310 
Overall (All Graduates),2007,51.08 Allied health and medical assisting services,5,"$42,200", 420 
Overall (All Graduates),2008,51.08 Allied health and medical assisting services,5,"$47,700", 450 
Overall (All Graduates),2009,51.08 Allied health and medical assisting services,5,"$46,300", 490 
Overall (All Graduates),2010,51.08 Allied health and medical assisting services,5,"$48,200", 460 
Overall (All Graduates),2005,"51.09 Allied health diagnostic, intervention and treatment professions",5,"$77,900", 220 
Overall (All Graduates),2006,"51.09 Allied health diagnostic, intervention and treatment professions",5,"$78,100", 180 
Overall (All Graduates),2007,"51.09 Allied health diagnostic, intervention and treatment professions",5,"$85,400", 180 
Overall (All Graduates),2008,"51.09 Allied health diagnostic, intervention and treatment professions",5,"$81,200", 190 
Overall (All Graduates),2009,"51.09 Allied health diagnostic, intervention and treatment professions",5,"$81,800", 230 
Overall (All Graduates),2010,"51.09 Allied health diagnostic, intervention and treatment professions",5,"$79,100", 230 
Overall (All Graduates),2005,51.10 Clinical/medical laboratory science/research and allied professions,5,"$74,400", 60 
Overall (All Graduates),2006,51.10 Clinical/medical laboratory science/research and allied professions,5,"$65,700", 60 
Overall (All Graduates),2007,51.10 Clinical/medical laboratory science/research and allied professions,5,"$79,300", 70 
Overall (All Graduates),2008,51.10 Clinical/medical laboratory science/research and allied professions,5,"$77,300", 80 
Overall (All Graduates),2009,51.10 Clinical/medical laboratory science/research and allied professions,5,"$73,100", 70 
Overall (All Graduates),2010,51.10 Clinical/medical laboratory science/research and allied professions,5,"$75,200", 90 
Overall (All Graduates),2005,51.12 Medicine (MD),5,"$57,800", 20 
Overall (All Graduates),2006,51.12 Medicine (MD),5,"$43,700", 30 
Overall (All Graduates),2007,51.12 Medicine (MD),5,"$48,200", 30 
Overall (All Graduates),2008,51.12 Medicine (MD),5,"$49,700", 30 
Overall (All Graduates),2009,51.12 Medicine (MD),5,"$44,400", 30 
Overall (All Graduates),2010,51.12 Medicine (MD),5,"$73,200", 30 
Overall (All Graduates),2005,"51.14 Medical scientist (MS, MSc, PhD)",5,"$77,500", 20 
Overall (All Graduates),2006,"51.14 Medical scientist (MS, MSc, PhD)",5,"$68,400", 40 
Overall (All Graduates),2007,"51.14 Medical scientist (MS, MSc, PhD)",5,"$72,800", 40 
Overall (All Graduates),2008,"51.14 Medical scientist (MS, MSc, PhD)",5,"$80,200", 30 
Overall (All Graduates),2009,"51.14 Medical scientist (MS, MSc, PhD)",5,n/a, n/a 
Overall (All Graduates),2010,"51.14 Medical scientist (MS, MSc, PhD)",5,"$79,500", 40 
Overall (All Graduates),2005,51.15 Mental and social health services and allied professions,5,"$24,500", 60 
Overall (All Graduates),2006,51.15 Mental and social health services and allied professions,5,"$29,000", 70 
Overall (All Graduates),2007,51.15 Mental and social health services and allied professions,5,"$53,400", 130 
Overall (All Graduates),2008,51.15 Mental and social health services and allied professions,5,"$36,900", 70 
Overall (All Graduates),2009,51.15 Mental and social health services and allied professions,5,"$42,100", 40 
Overall (All Graduates),2010,51.15 Mental and social health services and allied professions,5,"$34,400", 70 
Overall (All Graduates),2005,51.18 Ophthalmic and optometric support services and allied professions,5,"$41,200", 40 
Overall (All Graduates),2006,51.18 Ophthalmic and optometric support services and allied professions,5,"$48,000", 50 
Overall (All Graduates),2007,51.18 Ophthalmic and optometric support services and allied professions,5,n/a, n/a 
Overall (All Graduates),2008,51.18 Ophthalmic and optometric support services and allied professions,5,"$45,900", 90 
Overall (All Graduates),2009,51.18 Ophthalmic and optometric support services and allied professions,5,"$47,800", 100 
Overall (All Graduates),2010,51.18 Ophthalmic and optometric support services and allied professions,5,"$47,700", 100 
Overall (All Graduates),2005,"51.20 Pharmacy, pharmaceutical sciences and administration",5,"$106,800", 80 
Overall (All Graduates),2006,"51.20 Pharmacy, pharmaceutical sciences and administration",5,"$102,500", 80 
Overall (All Graduates),2007,"51.20 Pharmacy, pharmaceutical sciences and administration",5,"$108,200", 100 
Overall (All Graduates),2008,"51.20 Pharmacy, pharmaceutical sciences and administration",5,"$108,200", 100 
Overall (All Graduates),2009,"51.20 Pharmacy, pharmaceutical sciences and administration",5,"$105,500", 100 
Overall (All Graduates),2010,"51.20 Pharmacy, pharmaceutical sciences and administration",5,"$100,200", 110 
Overall (All Graduates),2005,51.22 Public health,5,"$82,100", 40 
Overall (All Graduates),2006,51.22 Public health,5,"$86,600", 40 
Overall (All Graduates),2007,51.22 Public health,5,"$91,400", 50 
Overall (All Graduates),2008,51.22 Public health,5,"$88,300", 50 
Overall (All Graduates),2009,51.22 Public health,5,"$81,500", 70 
Overall (All Graduates),2010,51.22 Public health,5,"$83,800", 70 
Overall (All Graduates),2005,51.23 Rehabilitation and therapeutic professions,5,"$71,500", 90 
Overall (All Graduates),2006,51.23 Rehabilitation and therapeutic professions,5,"$65,000", 110 
Overall (All Graduates),2007,51.23 Rehabilitation and therapeutic professions,5,"$69,400", 130 
Overall (All Graduates),2008,51.23 Rehabilitation and therapeutic professions,5,"$77,500", 120 
Overall (All Graduates),2009,51.23 Rehabilitation and therapeutic professions,5,"$49,200", 60 
Overall (All Graduates),2010,51.23 Rehabilitation and therapeutic professions,5,"$57,200", 100 
Overall (All Graduates),2005,51.26 Health aides/attendants/orderlies,5,"$31,300", 360 
Overall (All Graduates),2006,51.26 Health aides/attendants/orderlies,5,"$36,400", 530 
Overall (All Graduates),2007,51.26 Health aides/attendants/orderlies,5,"$38,400", 500 
Overall (All Graduates),2008,51.26 Health aides/attendants/orderlies,5,"$36,100", 450 
Overall (All Graduates),2009,51.26 Health aides/attendants/orderlies,5,"$33,700", 650 
Overall (All Graduates),2010,51.26 Health aides/attendants/orderlies,5,"$38,900", 530 
Overall (All Graduates),2005,51.35 Somatic bodywork and related therapeutic services,5,n/a, n/a 
Overall (All Graduates),2006,51.35 Somatic bodywork and related therapeutic services,5,n/a, n/a 
Overall (All Graduates),2007,51.35 Somatic bodywork and related therapeutic services,5,n/a, n/a 
Overall (All Graduates),2008,51.35 Somatic bodywork and related therapeutic services,5,n/a, n/a 
Overall (All Graduates),2009,51.35 Somatic bodywork and related therapeutic services,5,"$32,200", 20 
Overall (All Graduates),2010,51.35 Somatic bodywork and related therapeutic services,5,n/a, n/a 
Overall (All Graduates),2005,"51.38 Registered nursing, nursing administration, nursing research and clinical nursing",5,"$76,500", 920 
Overall (All Graduates),2006,"51.38 Registered nursing, nursing administration, nursing research and clinical nursing",5,"$77,700"," 1,170 "
Overall (All Graduates),2007,"51.38 Registered nursing, nursing administration, nursing research and clinical nursing",5,"$79,000"," 1,260 "
Overall (All Graduates),2008,"51.38 Registered nursing, nursing administration, nursing research and clinical nursing",5,"$81,000"," 1,260 "
Overall (All Graduates),2009,"51.38 Registered nursing, nursing administration, nursing research and clinical nursing",5,"$81,500"," 1,310 "
Overall (All Graduates),2010,"51.38 Registered nursing, nursing administration, nursing research and clinical nursing",5,"$80,800"," 1,270 "
Overall (All Graduates),2005,"51.39 Practical nursing, vocational nursing and nursing assistants",5,"$46,700", 370 
Overall (All Graduates),2006,"51.39 Practical nursing, vocational nursing and nursing assistants",5,"$50,900", 370 
Overall (All Graduates),2007,"51.39 Practical nursing, vocational nursing and nursing assistants",5,"$52,100", 370 
Overall (All Graduates),2008,"51.39 Practical nursing, vocational nursing and nursing assistants",5,"$51,800", 270 
Overall (All Graduates),2009,"51.39 Practical nursing, vocational nursing and nursing assistants",5,"$51,500", 390 
Overall (All Graduates),2010,"51.39 Practical nursing, vocational nursing and nursing assistants",5,"$46,500", 430 
Overall (All Graduates),2005,"52.01 Business/commerce, general",5,"$45,800", 30 
Overall (All Graduates),2006,"52.01 Business/commerce, general",5,"$88,000", 190 
Overall (All Graduates),2007,"52.01 Business/commerce, general",5,"$81,500", 250 
Overall (All Graduates),2008,"52.01 Business/commerce, general",5,"$89,600", 260 
Overall (All Graduates),2009,"52.01 Business/commerce, general",5,"$82,300", 250 
Overall (All Graduates),2010,"52.01 Business/commerce, general",5,"$86,600", 280 
Overall (All Graduates),2005,"52.02 Business administration, management and operations",5,"$69,100", 670 
Overall (All Graduates),2006,"52.02 Business administration, management and operations",5,"$71,000", 800 
Overall (All Graduates),2007,"52.02 Business administration, management and operations",5,"$74,000", 670 
Overall (All Graduates),2008,"52.02 Business administration, management and operations",5,"$70,100", 650 
Overall (All Graduates),2009,"52.02 Business administration, management and operations",5,"$66,200", 600 
Overall (All Graduates),2010,"52.02 Business administration, management and operations",5,"$69,100", 680 
Overall (All Graduates),2005,52.03 Accounting and related services,5,"$65,700", 750 
Overall (All Graduates),2006,52.03 Accounting and related services,5,"$60,700", 540 
Overall (All Graduates),2007,52.03 Accounting and related services,5,"$57,200", 480 
Overall (All Graduates),2008,52.03 Accounting and related services,5,"$58,100", 520 
Overall (All Graduates),2009,52.03 Accounting and related services,5,"$53,000", 570 
Overall (All Graduates),2010,52.03 Accounting and related services,5,"$55,600", 590 
Overall (All Graduates),2005,52.04 Business operations support and assistant services,5,"$39,800", 320 
Overall (All Graduates),2006,52.04 Business operations support and assistant services,5,"$40,100", 290 
Overall (All Graduates),2007,52.04 Business operations support and assistant services,5,"$39,700", 290 
Overall (All Graduates),2008,52.04 Business operations support and assistant services,5,"$40,300", 260 
Overall (All Graduates),2009,52.04 Business operations support and assistant services,5,"$36,800", 210 
Overall (All Graduates),2010,52.04 Business operations support and assistant services,5,"$41,100", 210 
Overall (All Graduates),2005,52.06 Business/managerial economics,5,"$80,600", 20 
Overall (All Graduates),2006,52.06 Business/managerial economics,5,n/a, n/a 
Overall (All Graduates),2007,52.06 Business/managerial economics,5,"$61,900", 30 
Overall (All Graduates),2008,52.06 Business/managerial economics,5,n/a, n/a 
Overall (All Graduates),2009,52.06 Business/managerial economics,5,"$57,200", 20 
Overall (All Graduates),2010,52.06 Business/managerial economics,5,"$59,900", 20 
Overall (All Graduates),2005,52.07 Entrepreneurial and small business operations,5,n/a, n/a 
Overall (All Graduates),2006,52.07 Entrepreneurial and small business operations,5,"$66,500", 40 
Overall (All Graduates),2007,52.07 Entrepreneurial and small business operations,5,"$74,400", 20 
Overall (All Graduates),2008,52.07 Entrepreneurial and small business operations,5,"$53,700", 40 
Overall (All Graduates),2009,52.07 Entrepreneurial and small business operations,5,n/a, n/a 
Overall (All Graduates),2010,52.07 Entrepreneurial and small business operations,5,n/a, n/a 
Overall (All Graduates),2005,52.08 Finance and financial management services,5,"$59,400", 180 
Overall (All Graduates),2006,52.08 Finance and financial management services,5,"$58,900", 250 
Overall (All Graduates),2007,52.08 Finance and financial management services,5,"$58,900", 230 
Overall (All Graduates),2008,52.08 Finance and financial management services,5,"$59,200", 250 
Overall (All Graduates),2009,52.08 Finance and financial management services,5,"$68,400", 250 
Overall (All Graduates),2010,52.08 Finance and financial management services,5,"$65,300", 220 
Overall (All Graduates),2005,52.09 Hospitality administration/management,5,"$39,400", 80 
Overall (All Graduates),2006,52.09 Hospitality administration/management,5,"$42,300", 70 
Overall (All Graduates),2007,52.09 Hospitality administration/management,5,"$41,900", 60 
Overall (All Graduates),2008,52.09 Hospitality administration/management,5,"$45,700", 70 
Overall (All Graduates),2009,52.09 Hospitality administration/management,5,"$48,600", 70 
Overall (All Graduates),2010,52.09 Hospitality administration/management,5,"$42,000", 60 
Overall (All Graduates),2005,52.10 Human resources management and services,5,"$69,000", 150 
Overall (All Graduates),2006,52.10 Human resources management and services,5,"$66,600", 190 
Overall (All Graduates),2007,52.10 Human resources management and services,5,"$69,800", 180 
Overall (All Graduates),2008,52.10 Human resources management and services,5,"$67,400", 200 
Overall (All Graduates),2009,52.10 Human resources management and services,5,"$66,400", 230 
Overall (All Graduates),2010,52.10 Human resources management and services,5,"$61,600", 260 
Overall (All Graduates),2005,52.11 International business/trade/commerce,5,"$76,000", 50 
Overall (All Graduates),2006,52.11 International business/trade/commerce,5,"$71,200", 70 
Overall (All Graduates),2007,52.11 International business/trade/commerce,5,"$73,000", 50 
Overall (All Graduates),2008,52.11 International business/trade/commerce,5,"$65,600", 60 
Overall (All Graduates),2009,52.11 International business/trade/commerce,5,"$71,300", 80 
Overall (All Graduates),2010,52.11 International business/trade/commerce,5,"$58,700", 60 
Overall (All Graduates),2005,52.12 Management information systems and services,5,"$90,800", 30 
Overall (All Graduates),2006,52.12 Management information systems and services,5,"$76,500", 40 
Overall (All Graduates),2007,52.12 Management information systems and services,5,"$82,900", 20 
Overall (All Graduates),2008,52.12 Management information systems and services,5,n/a, n/a 
Overall (All Graduates),2009,52.12 Management information systems and services,5,n/a, n/a 
Overall (All Graduates),2010,52.12 Management information systems and services,5,"$90,400", 30 
Overall (All Graduates),2005,52.13 Management sciences and quantitative methods,5,n/a, n/a 
Overall (All Graduates),2006,52.13 Management sciences and quantitative methods,5,"$64,300", 30 
Overall (All Graduates),2007,52.13 Management sciences and quantitative methods,5,n/a, n/a 
Overall (All Graduates),2008,52.13 Management sciences and quantitative methods,5,"$63,700", 20 
Overall (All Graduates),2009,52.13 Management sciences and quantitative methods,5,"$63,900", 20 
Overall (All Graduates),2010,52.13 Management sciences and quantitative methods,5,n/a, n/a 
Overall (All Graduates),2005,52.14 Marketing,5,"$57,100", 230 
Overall (All Graduates),2006,52.14 Marketing,5,"$54,600", 220 
Overall (All Graduates),2007,52.14 Marketing,5,"$58,200", 260 
Overall (All Graduates),2008,52.14 Marketing,5,"$57,700", 250 
Overall (All Graduates),2009,52.14 Marketing,5,"$58,800", 210 
Overall (All Graduates),2010,52.14 Marketing,5,"$56,800", 210 
Overall (All Graduates),2005,52.17 Insurance,5,n/a, n/a 
Overall (All Graduates),2006,52.17 Insurance,5,"$54,300", 40 
Overall (All Graduates),2007,52.17 Insurance,5,"$58,400", 20 
Overall (All Graduates),2008,52.17 Insurance,5,n/a, n/a 
Overall (All Graduates),2009,52.17 Insurance,5,n/a, n/a 
Overall (All Graduates),2010,52.17 Insurance,5,n/a, n/a 
Overall (All Graduates),2005,"52.19 Specialized sales, merchandising and marketing operations",5,"$38,100", 50 
Overall (All Graduates),2006,"52.19 Specialized sales, merchandising and marketing operations",5,"$35,800", 60 
Overall (All Graduates),2007,"52.19 Specialized sales, merchandising and marketing operations",5,"$37,900", 60 
Overall (All Graduates),2008,"52.19 Specialized sales, merchandising and marketing operations",5,"$40,900", 80 
Overall (All Graduates),2009,"52.19 Specialized sales, merchandising and marketing operations",5,"$42,300", 50 
